Story ID,Issue,Month,Section,Questions,Story Headline (If published),Story Description or Prompt,Story state,Pitch Date,Expressed Interest,Confirmed Writer(s),Editor,Second Editor,Story Doc,Media,Story Notes,Build Notes
NYC-SP-STR-166,Unpublished,,Nature,"Is there a community garden in Sunset Park, and how do you start one?",N/A,"Is there a community garden in Sunset Park? Someone mentioned a possible garden under the BQE, but it's unconfirmed. Beyond finding out what exists, this story could also explore how a resident would go about starting a new one — the process, the partners, the obstacles.",Unclaimed,,,,Unassigned,Unassigned,,,"7/5/26 — From Terry's 5/16 unassigned list: youth community gardens angle, plus Colibrí Garden near 36th Street / Green-Wood edge as a possible subject.  4/10/26 — Raised by Anna Yang at editorial working group 4/10. Possible existing garden under BQE (unconfirmed). Anna expressed interest and may want to write this.",
NYC-SP-STR-167,Unpublished,,Neighborhood News,"Who owns Sunset Park, and how do you find out?",N/A,"Who holds the licenses, owns the buildings, and collects the rents in Sunset Park? This story would be a guide to following money in a neighborhood — property records, business licenses, city data — and could connect to larger development and displacement stories.",Unclaimed,,,,Unassigned,Unassigned,,,"4/10/26 — Raised by Anna Yang at editorial working group 4/10. Industry City as anchor example. Property records, licensing, ownership data. Pairs with rent story (NYC-SP-STR-165).",
NYC-SP-STR-168,Unpublished,,Neighborhood Spotlight,"Who has called Sunset Park home, and when?",N/A,"Sunset Park has been shaped by wave after wave of immigrant communities. This story traces that history — who came, when, why, and what drew them specifically to this neighborhood. Told through people still here, archival records, and the visible traces of each community in the built environment.",Unclaimed,,,,Unassigned,Unassigned,,,"4/10/26 — Raised at editorial working group 4/10. Focus on historical immigration patterns, community memory, why Sunset Park specifically. People + archival approach.",
NYC-SP-STR-169,Unpublished,,Neighborhood News,"What do firefighters, police, and sanitation actually do in Sunset Park?",N/A,"Residents raised specific stories about city services not responding as expected. This story takes a broader look at what services are available to Sunset Park residents, how they work, and where neighbors say the gaps are. The firehouse across from the library is a good entry point.",Unclaimed,,,,Unassigned,Unassigned,,,"4/10/26 — Raised at editorial working group 4/10. Specific anecdotes: cat rescue, substance abuse response at firehouse. Firehouse across from library as possible profile subject. Connects to 9/11 anniversary issue thread (NYC-SP-STR-164).",
NYC-SP-STR-171,SPS: May 2026,05-2026,Nature,Where do Sunset Park's flowers bloom for Mother's Day?,N/A,"SimVio marked Mother's Day falling on May 10, 2026 in both the United States and Mexico with a walk through the neighborhood's flowers, noting the cherry blossoms around 45th and 52nd Streets between 5th and 6th Avenues, the larger collection at Green-Wood Cemetery, and the Brooklyn Botanic Garden's guidance that the season can run from late March into May. She explained what sakura symbolize in Japanese culture, and closed at Pastelería Capy on the corner of 56th Street and 5th Avenue, the tres leches bakery originally from Atlixco, Puebla that arrived in New York in 2008.",Answered,,,"SimVio, Ray Acheson",Terry Parris Jr.,Ciel Jimenez Petrinovic,,,"7/5/26 — Published in May 2026 issue as ""Mother's Day in Bloom,"" photos by Ray A.",
NYC-SP-STR-174,SPS: Summer 2026,07-2026,Welcome Note,"What do Sunset Park's two summers look like — the one at the pool, and the one where budgets stretch?",N/A,"Terry Parris Jr. opened the summer issue on the two summers running side by side in Sunset Park: the season of pools, stoops, and melting ice cream, and the one where families stretch a budget further because school meals stop for a few months. He wrote that the issue held both kinds of stories without the team planning it that way, and argued that what search engines and AI cannot tell you is which places neighbors actually recommend and which stories they think deserve to be shared.",Answered,,,Terry Parris Jr.,Alfred Ng,Unassigned,,,Need to write,
NYC-SP-STR-175,SPS: Summer 2026,07-2026,Neighborhood Spotlight,Where do Sunset Park neighbors go to make the most of summer?,N/A,"Ciel J.P. and the Sunset Park Sun team built a guide to summer out of contributors' and neighbors' own recommendations, covering Sunset Park Pool, the library as a place to cool off, and four green spaces — Sunset Park, Bush Terminal Piers Park, Green-Wood Cemetery, and Owl's Head Park — each with a ""Don't Miss"" note and a tip from a neighbor. It closed with traditions readers could borrow, from Fred's ride to the park and Ciel's evening on the stoop to Carmen's happy hour and Angela's barbecue, alongside a guide within the guide to ice cream and cold treats at Sweet Dynasty, Amy Grocery Mini-Market, and Breeze Cafe, plus summer fruit, cool drinks, and the neighborhood's two CSAs.",Answered,,,"Ciel Jiménez Petrinovic, Sunset Park Team",Terry Parris Jr.,Alfred Ng,,,Ciel / Terry working. Illustrations or ask for photos.,
NYC-SP-STR-176,SPS: Summer 2026,07-2026,Nature,What happened on the Sunset Park Sun's first bird walk?,N/A,"Charles Velasquez-Witosky of The Sunset Post and Terry Parris Jr. covered the first joint community bird walk on May 23, when more than 20 neighbors gathered at MADE Bush Terminal and walked the waterfront and Bush Terminal Park's wooded trail loop, led by the Sun's Charlie DeWitt and the Post's bird columnist Nick Dawson. The piece ran with an editor's note that a version first appeared in The Sunset Post, and quoted DeWitt, Dawson, a birder named Caroline who came hoping to see an osprey, and Cinthya Orrala on holding more events outside the library.",Answered,,,"Charles Velasquez-Witosky, The Sunset Post, Terry Parris Jr., The Sunset Park Sun",Rebecca McCray,Terry Parris Jr.,,,Sent to the Post (republishing). Photos from Nick.,
NYC-SP-STR-177,SPS: Summer 2026,07-2026,Community Resources,Where can you cool off in Sunset Park when it's dangerously hot?,N/A,"Cinthya O. explained how New York City opens free cooling centers during heat emergencies and warned that locations and hours change with each one, so readers should call 311 or check the NYC Cool Options Finder before leaving home. The piece named who is most at risk from extreme heat, listed the Sunset Park Library, Petco, and six older adult centers with addresses and phone numbers, and gave the signs of heat stroke that warrant calling 911.",Answered,,,Cinthya Orrala,Terry Parris Jr.,Rebecca McCray,,,7/5/26 — Draft in Summer 2026 planner. Cinthya visited a cooling center 7/2 to gather more info for a blurb in the guide.,
NYC-SP-STR-178,SPS: Summer 2026,07-2026,Nature,Where can you spot a bald eagle in Sunset Park?,N/A,"Charlie D.'s Bird of the Month marked the country's 250th anniversary with the bald eagle, describing where to spot it over Green-Wood Cemetery, Sunset Park, and Bush Terminal Piers Park hunting for fish. The piece traced the population's decline under DDT and its recovery after the 1972 ban, noted the bird was only formally recognized as the national bird in 2024, and covered its treetop nesting, opportunistic feeding, and the cartwheel courtship display.",Answered,,,Charlie Dewitt,Alfred Ng,Terry Parris Jr.,,,DONE. Nick shared bald eagle photo.,
NYC-SP-STR-179,SPS: Summer 2026,07-2026,Community Resources,How will the new SNAP work requirements affect Sunset Park families?,N/A,"Cinthya O. and Terry Parris Jr. reported on the SNAP changes made by the One Big Beautiful Bill Act, which expanded work requirements from March 1, 2026 and could affect thousands of the 23,112 Sunset Park residents who received benefits in 2025, roughly one in five people in the neighborhood. The story explained eligibility and benefit amounts, cited the Center on Budget and Policy Priorities' estimate that more than 4 million people stopped receiving SNAP between July 2025 and March 2026, laid out who is exempt and what to do after a notice from HRA, and ran with a directory of neighborhood food pantries, hot meal programs, and mobile markets including Center for Family Life, Mixteca, City Harvest, and St. Michael's.",Answered,,,"Cinthya Orrala, Terry Parris Jr.",Terry Parris Jr.,Alfred Ng,,,Terry reworking. Illustrations / clip art?,
NYC-SP-STR-180,Unpublished,,Business Spotlight,"Who is Fernando, the $30 chiropractor on 60th and 3rd?",N/A,"A personal story about Fernando's chiropractic practice at 60th St and 3rd Ave — $30, quick 10-minute sessions, open Friday through Monday.",On hold,,,Violeta,Terry Parris Jr.,Ciel Jimenez Petrinovic,,,Need to rework; sent back to discuss.,
NYC-SP-STR-181,Unpublished,,Neighborhood Spotlight,"Who organizes Sunset Park's Puerto Rican Day celebration, and what does it mean to the families who show up every year?",N/A,"Sunset Park has its own Puerto Rican Day celebration. Who organizes it, how long has it been running, and what does it mean to the families who show up every year? Best reported from inside the parade.",Past,,,Ciel Jiménez Petrinovic,Unassigned,Unassigned,,,"7/5/26 — On the 6/2 ""stories we may have"" list (Ciel). Parade was June 14; no update since — check status with Ciel.",Needs a story prompt (the community question this answers).
NYC-SP-STR-182,Unpublished,,Neighborhood News,Where is Sunset Park watching the World Cup?,N/A,"The World Cup runs June 11 to July 19. Where are neighbors watching — which bars, restaurants, plazas, living rooms? A guide to the neighborhood's viewing spots and the communities gathering around each team.",Past,,,"Cinthya Orrala, Alfred Ng",Terry Parris Jr.,Ciel Jimenez Petrinovic,,,Cinthya started research; Alfred reaching out to Sunset Park BID. Listed under Future Story Ideas at the June 8 meeting.,
NYC-SP-STR-183,Unpublished,,Arts & Culture,"Who paints Sunset Park's murals, and what do they say about the neighborhood?",N/A,"A feature on the neighborhood's murals — who paints them, who commissions them, and what they say about Sunset Park.",Unclaimed,,,,Unassigned,Unassigned,,,"7/5/26 — Raised at 6/8 meeting. Threads: the Japanese couple's mural, the community bird mural at the cemetery, and MADE.",
NYC-SP-STR-184,Unpublished,,Arts & Culture,What's the story of puppetry in Sunset Park?,N/A,"Puppet Works is moving to Industry City, and a puppet truck roams the neighborhood. What's the story of puppetry in Sunset Park?",Unclaimed,,,,Unassigned,Unassigned,,,7/5/26 — Raised at 6/8 meeting.,
NYC-SP-STR-185,Unpublished,,Fun,What would your dream summer ice cream cone look like?,N/A,A coloring page for the summer issue: an ice cream cone with draw-your-own toppings.,Unclaimed,,,,Unassigned,Unassigned,,,7/5/26 — Fun-content idea from 6/8 meeting; Charlie may design. Not yet in the Summer planner draft.,
NYC-SP-STR-186,SPS: Anniversary Issue,09-2026,Neighborhood Spotlight,"What do you love about Sunset Park, and what do you hope for its future?",N/A,"Contributors and neighbors write love letters to Sunset Park — memories, reflections, appreciations — anchoring the anniversary issue. Could grow into a community campaign with QR-code flyers around the neighborhood inviting submissions.",Unclaimed,,,,Unassigned,Unassigned,,,"7/5/26 — Ciel's idea; Terry endorsed enthusiastically in the 5/16 recap. Anniversary issue anchor; issue now targeted for September per 6/30 meeting.  7/27/26 — Terry merged Love Letters to Sunset Park with 'What are your hopes for Sunset Park?' (STR-191) into one community prompt. Invites short responses, memories, drawings, or photos. Outreach through the email list, the library, the council member's office, the Community Board, and the BID, plus physical response boxes at places like Yafa, the council member's office, and Sunset Stoop. Open tasks: flyer or submission form, siting and decorating the boxes, and direct outreach to residents, businesses and organizations.",
NYC-SP-STR-187,SPS: May 2026,05-2026,Welcome Note,What happened when a neighborhood answered its own questions for twelve issues?,12 Issues with Neighbors,"Terry Parris Jr. marked the twelfth issue by returning to the question the Sunset Park Sun started from in early 2025: what would happen if a neighborhood answered its own questions. He counted what followed — nearly 100 stories since the first issue in June 2025, public editorial meetings, shared meals, and drafts worked through together, covering housing, food, birds, small businesses, and community history — ran the covers of all twelve issues as a record of it, announced a pause in June and a larger anniversary issue in July, and asked readers what the Sun should be covering and what it was missing.",Answered,,,Terry Parris Jr.,Rebecca McCray,,,,,
NYC-SP-STR-188,SPS: May 2026,05-2026,Neighborhood News,"What is a CSA, and how do you join one in Sunset Park?",CSA Season Returns to Sunset Park,"Angela S. explained what a CSA is and laid out the two operating in Sunset Park as 2026 signups opened through May 27: the volunteer-run Sunset Park CSA, founded in 2008, which distributes at St. Michael's Church on 42nd Street on Wednesdays from June 3 to November 11 and asks members to work a few shifts a season, and Harvest Share, launched in 2022 on the Brooklyn Grange rooftop at Industry City in partnership with NYU Langone. The piece detailed Harvest Share's Tuesday pickups from May 26 to October 6, its choice between a Chinese produce box grown on-site and a Mexican box grown at Angel Family Farm upstate, the sliding-scale and subsidized pricing that brings them to $7 and $11 a week with SNAP accepted, and the surveys members complete in place of volunteer hours.",Answered,,,Angela Sharp,Terry Parris Jr.,Ciel Jimenez Petrinovic,,,,
NYC-SP-STR-189,SPS: May 2026,05-2026,Event Spotlight,"When is the next neighborhood bird walk, and how do you join?",Join Us for Bird Watching (Rescheduled for May 23),"The Sunset Park Sun team announced a new date for the birding walk that had been called off for weather on April 19, setting it for Saturday, May 23, meeting at the MADE Campus at Bush Terminal at 10 a.m. to explore the park, nearby green spaces, and the waterfront. The notice described the walk as an informal neighborhood outing rather than an expert tour, named the volunteers leading it — Charlie DeWitt, whose Bird of the Month column the walk grows out of, and Nick Dawson, a Sunset Park resident who writes a monthly bird column for The Sunset Post — and promised attendees a special Bird of the Month edition of the Sun.",Answered,,,the Sunset Park Sun,Terry Parris Jr.,Alfred Ng,,,,
NYC-SP-STR-191,SPS: Anniversary Issue,09-2026,Neighborhood Spotlight,What are your hopes for Sunset Park?,N/A,"Not a reported story. A question to answer out loud, on paper, or however you want to get it back to us. What do you want this neighborhood to look like in a year, in ten years, for whoever comes after you? Short answers are welcome. So are long ones.",Unclaimed,,,,Unassigned,Unassigned,,,"7/27/26 — Merged into STR-186 per Terry's 7/27 email. The hopes question is now half of the combined community prompt 'What do you love about Sunset Park, and what do you hope for its future?'. Row kept, not deleted. Story state left unchanged: this sheet's Story state vocabulary has no retired or merged value.",
NYC-SP-STR-192,SPS: Anniversary Issue,09-2026,Neighborhood Spotlight,What other anniversaries is Sunset Park marking this year?,N/A,"The Sun turns one this year, but we're not the only thing with a birthday. A business, a building, a block association, a church, a park, a person. What else is marking a year, a decade, a century? This one starts with a list and turns into a story.",Unclaimed,,,,Unassigned,Unassigned,,,"Your framing: our anniversary, but plural — other anniversaries in the neighborhood.  7/27/26 — Terry narrowed the scope: one or two people report it out and gather a handful of short items. Explicitly not a second community-wide prompt.",
NYC-SP-STR-193,SPS: Anniversary Issue,09-2026,Business Spotlight,"Who's behind the storefront gates of Sunset Park, and what do they say about a block?",N/A,"The gates on Sunset Park's storefronts and buildings are everywhere and almost invisible. Who paints them, who pulls them down at night, what do they say about a block? A Sunset Stoop treatment could be mostly pictures with a little text, or a walk down one avenue.",Unclaimed,,,,Unassigned,Unassigned,,,"7/27/26 — Terry: this is a traditional reported story, and the first step is talking with the folks at Sunset Stoop. Resolves the open question of whether this was a photo feature on the gates or a follow-up to the March Sunset Stoop story.",
NYC-SP-STR-194,SPS: Anniversary Issue,09-2026,Neighborhood News,What did the BID's survey of local businesses actually find?,N/A,"The Business Improvement District ran a survey of local businesses. What did it actually find, and does it match what business owners say when you ask them directly? This one starts with the numbers and gets interesting when you take them back to the block.",Unclaimed,,,,Unassigned,Unassigned,,,"You wrote this with a question mark, so I have logged it as uncertain rather than planned.  7/27/26 — Terry owns the next step: he is contacting the BID to see whether the survey results are available and whether there is something useful we can do with them. Stays unassigned until he reports back.",
NYC-SP-STR-196,SPS: Anniversary Issue,09-2026,Welcome Note,What did the Sunset Park Sun get right in its first year — and what did it miss?,N/A,"A year of a neighborhood paper made by the neighborhood. What did we publish, what did we get right, what did we miss, and what did people tell us along the way? This is the reflection piece, and it should sound like more than one person.",Unclaimed,,,,Unassigned,Unassigned,,,"7/27/26 — Terry's 'Looking back' section from the 7/27 email. One gathered set of short reflections running through the issue, not separate stories. Four questions: What was your favorite story or moment from the past year? What have you learned from making the Sun? Is there a story we published that you would like to revisit now? What has changed since we began? The fourth question is new in the 7/27 email. Absorbs STR-197, STR-198 and STR-199. Open: Terry wrote 'one year (or two years?)' — the count is unsettled. Open: Section is still Welcome Note, which is probably wrong for a gathered section.",
NYC-SP-STR-197,SPS: Anniversary Issue,09-2026,Neighborhood Spotlight,Does anyone want to revisit a story they wrote?,N/A,"You wrote something for the Sun this year. What happened after? Did the business close, did the person move, did anything change because the story ran, or did you just keep thinking about it? Pick your own piece and go back to it.",Unclaimed,,,,Unassigned,Unassigned,,,"Starts as an ask to contributors, not as reporting. The ask has to go out before this can be assigned.  7/27/26 — Folded into STR-196 (Looking back: One year of the Sunset Park Sun) per Terry's 7/27 email. Row kept, not deleted. Story state left unchanged.",
NYC-SP-STR-198,SPS: Anniversary Issue,09-2026,Fun,What was your favorite story this year?,N/A,"Reader and contributor question. Which piece from the last year stuck with you, and why? A sentence is enough. A paragraph is better.",Unclaimed,,,,Unassigned,Unassigned,,,"7/27/26 — Folded into STR-196 (Looking back: One year of the Sunset Park Sun) per Terry's 7/27 email. Row kept, not deleted. Story state left unchanged.",
NYC-SP-STR-199,SPS: Anniversary Issue,09-2026,Fun,What have you learned in a year of the Sunset Park Sun?,N/A,"For anyone who wrote, edited, illustrated, distributed, or just read it. What did you learn about reporting, about the neighborhood, about yourself? Honest answers, including the discouraging ones.",Unclaimed,,,,Unassigned,Unassigned,,,"7/27/26 — Folded into STR-196 (Looking back: One year of the Sunset Park Sun) per Terry's 7/27 email. Row kept, not deleted. Story state left unchanged.",
NYC-SP-STR-200,Unpublished,,Neighborhood News,What is being done about the rats in Sunset Park?,N/A,"Everyone complains about the rats. Fewer people know what the city actually does about them, or what a neighbor can do. Who's responsible, what's being tried here, and is any of it working?",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-201,Unpublished,,Neighborhood News,Is it safe to walk in Sunset Park?,N/A,"People have strong feelings about this and the answer depends on who you ask and which corner you mean. What do the numbers say, what do residents say, and where do those two things disagree? Traffic and crime are both fair game — decide which one you mean.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-202,Unpublished,,Neighborhood News,Who regulates the mopeds and delivery bikes on our streets?,N/A,"Delivery bikes and mopeds are on every avenue and nobody's sure what the rules are. Who's supposed to enforce them, what are the rules, and what do the riders themselves say about the job? The riders are the missing voice in most coverage of this.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-203,Unpublished,,Neighborhood News,Why did that new building on 5th Avenue get approved so fast?,N/A,"A new building went up on Fifth Avenue and neighbors are asking how it cleared so quickly. What's the approval process, where did this one fit in it, and did anyone get a say? Follow one building all the way through.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-204,Unpublished,,Neighborhood Spotlight,"Who organizes the block parties, and how do they come together?",N/A,"Block parties happen every summer and someone has to make them happen. Who files the permit, who pays for it, who cooks? Find one block and follow the whole thing from January to the day itself.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-205,Unpublished,,Business Spotlight,"Where does your block shop for groceries, and how has that changed?",N/A,"Bodega, supermarket, the 8th Ave markets, the delivery app, the CSA. What people can buy and where they buy it has moved a lot in a few years. Ask your own block and see what you find.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-206,Unpublished,,Neighborhood News,How does a new park or pedestrian plaza actually get planned?,N/A,"Plazas and parks appear and people rarely know how. Who proposes them, who approves them, who maintains them afterward, and how does a neighbor get one started? Trace one that exists and one that was proposed and never happened.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-207,Unpublished,,Community Resources,What protections do long-term tenants in Sunset Park actually have?,N/A,"Rent stabilization, good cause, harassment protections — the rules are real but hard to read. What actually applies to a Sunset Park tenant, and how would you know which one you are? A plain-language explainer with real local examples.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q1. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-208,Unpublished,,Business Spotlight,How are small businesses surviving rising rents?,N/A,"Commercial rent goes up and some stores hold on while others close. Who's making it work here and how — buying the building, splitting the space, changing what they sell? Two or three owners talking honestly would carry this.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-209,Unpublished,,Business Spotlight,"Could Sunset Park support a bookstore, a movie theater, or a big grocery chain?",N/A,"People ask for all three. What would it actually take, what's stopped it so far, and does the neighborhood want them enough to fill them? Talk to business people, the BID, and residents.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-210,Unpublished,,Community Resources,Could a free store work in Sunset Park?,N/A,"A free store is exactly what it sounds like: people leave what they don't need, others take what they do. They exist in other neighborhoods. Would it work here, who would run it, and where would it go?",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-211,Unpublished,,Nature,What are local businesses doing with their food waste?,N/A,"Restaurants and markets generate a lot of food waste and the city keeps changing the rules. What are Sunset Park businesses actually doing with it, and is anything being composted or redistributed? Start behind a few kitchens.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-212,Unpublished,,Community Resources,Who is hiring in Sunset Park right now?,N/A,"A practical story. Which employers here are actually taking applications, what do the jobs pay, and how does someone apply? Useful to readers on the day it prints, which is the whole point.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-213,Unpublished,,Business Spotlight,What's the story behind Moon Rise Bakery?,N/A,"A bakery worth writing about. Who started it, what are they making, and how did they end up on this block? Business profile, and the best ones spend time behind the counter.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-214,Unpublished,,Business Spotlight,How does a new restaurant find its footing in Sunset Park?,N/A,"Opening is one thing; lasting past year two is another. Follow a recently opened place and ask what surprised them about this neighborhood — the customers, the rent, the licensing, the competition.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q2. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-215,Unpublished,,Community Resources,How do you get involved in local organizing in Sunset Park?,N/A,"There are tenant groups, mutual aid networks, block associations, and community board seats, and no clear front door to any of them. Who's active, what do they need, and how does a neighbor show up? A guide readers can actually act on.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-216,Unpublished,,Neighborhood News,How many affordable apartments are actually available in Sunset Park?,N/A,"Affordable gets used a lot and means different things. How many units exist here, at what incomes, and how many are open to someone applying today? Numbers first, then the person on the waiting list.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-217,Unpublished,,Community Resources,Are there enough free programs for teens in Sunset Park?,N/A,"The library, the rec center, the schools, and nonprofits all run something. Add it up and ask teens whether it's enough, whether they know about it, and what's missing. The teens should be the reporters or at least the sources.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-218,Unpublished,,Community Resources,How do you get permission to hold an event in Sunset Park?,N/A,"Street fair, block party, park gathering, plaza concert. What permits do you need, who issues them, how long does it take, and what does it cost? A how-to piece that would get clipped and saved.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-219,Unpublished,,Neighborhood News,How has the Industry City rezoning changed things for businesses?,N/A,"Industry City has been a fight for years. What actually happened with the rezoning, and how has it landed on businesses inside the complex and on the blocks around it? Both sides of Third Avenue have opinions.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-220,Unpublished,,Neighborhood News,What's the future of the subway in Sunset Park?,N/A,"The N, R, D, and the stations along Fourth Avenue carry a lot of this neighborhood. What's planned — accessibility work, service changes, capital projects — and what do riders here say they need? Start with one station.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-221,Unpublished,,Neighborhood Spotlight,"Which buildings in Sunset Park are landmarked, and what does that protect?",N/A,"Some buildings here carry landmark status and most people can't name them. Which ones, who fought for it, and what does the designation actually prevent? A walking-tour story with a records trail behind it.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q3. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-222,Unpublished,,Neighborhood News,"Who is building new housing in Sunset Park, and who is it for?",N/A,"New buildings are going up. Who's developing them, what are the rents, and are they aimed at people who already live here? Follow the names on the permits.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q5. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-223,Unpublished,,Neighborhood News,How are tenants in Sunset Park organizing?,N/A,"Tenants in some buildings here have organized and won things. Which buildings, what did they do, and what did it take? Best told by the tenants themselves, one building at a time.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q5. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-224,Unpublished,,Nature,What are local groups doing about pollution and climate resilience?,N/A,"The waterfront, the expressway, and the industrial zone all shape what people here breathe and what floods. Who's working on it locally, what are they asking for, and what's changed? UPROSE and others have long histories worth reporting properly.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q5. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-225,Unpublished,,Neighborhood News,How are community-led safety initiatives working in Sunset Park?,N/A,"Some neighbors are building safety outside of policing — patrols, de-escalation training, mutual aid, crisis response. Who's doing it here, how does it work, and what do they say about the results?",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q5. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
NYC-SP-STR-226,Unpublished,,Neighborhood News,What's changing in Sunset Park's public schools?,N/A,"Enrollment, programs, staffing, and buildings all shift and families find out late. What's changing in the schools here and who decided? Parents, teachers, and the community education council are the way in.",Unclaimed,,,,Unassigned,Unassigned,,,"8/6/26 — Source: Assignment Board (abbreviated), Q5. Community-sourced question, predates the SPS Story Database. Checked against all 184 existing rows at intake; no existing row found.",
